ID,Text,Category,Label
3681,A popular Event event attracted visitors from across the country.,Event,0
3682,"A powerful Flood struck the region, causing significant damage.",Flood,1
3683,"The community gathered for a Sports, enjoying food and entertainment.",Sports,0
3684,The local Event team celebrated a hard-fought victory last night.,Event,0
3685,A popular Sports event attracted visitors from across the country.,Sports,0
3686,A popular Sports event attracted visitors from across the country.,Sports,0
3687,A popular Event event attracted visitors from across the country.,Event,0
3688,"Several lives were lost as a result of the Earthquake, with damages in the millions.",Earthquake,1
3689,The local Festival team celebrated a hard-fought victory last night.,Festival,0
3690,"Several lives were lost as a result of the Wildfire, with damages in the millions.",Wildfire,1
3691,"The community gathered for a Science, enjoying food and entertainment.",Science,0
3692,The local Festival team celebrated a hard-fought victory last night.,Festival,0
3693,"A powerful Wildfire struck the region, causing significant damage.",Wildfire,1
3694,Emergency services are responding to a massive Flood that has displaced many residents.,Flood,1
3695,"A powerful Hurricane struck the region, causing significant damage.",Hurricane,1
3696,The Wildfire has led to widespread power outages and disrupted daily life.,Wildfire,1
3697,Authorities have issued warnings due to the approaching Earthquake.,Earthquake,1
3698,The local Festival team celebrated a hard-fought victory last night.,Festival,0
3699,A popular Science event attracted visitors from across the country.,Science,0
3700,"Several lives were lost as a result of the Tornado, with damages in the millions.",Tornado,1
3701,"A powerful Industrial Accident struck the region, causing significant damage.",Industrial Accident,1
3702,A new breakthrough in Sports has scientists excited about future possibilities.,Sports,0
3703,A popular Daily Life event attracted visitors from across the country.,Daily Life,0
3704,A popular Festival event attracted visitors from across the country.,Festival,0
3705,Authorities have issued warnings due to the approaching Earthquake.,Earthquake,1
3706,Authorities have issued warnings due to the approaching Flood.,Flood,1
3707,Authorities have issued warnings due to the approaching Industrial Accident.,Industrial Accident,1
3708,A popular Technology event attracted visitors from across the country.,Technology,0
3709,The local Sports team celebrated a hard-fought victory last night.,Sports,0
3710,Authorities have issued warnings due to the approaching Earthquake.,Earthquake,1
3711,The city is buzzing with celebrations for the annual Festival.,Festival,0
3712,Authorities have issued warnings due to the approaching Earthquake.,Earthquake,1
3713,The local Science team celebrated a hard-fought victory last night.,Science,0
3714,A popular Daily Life event attracted visitors from across the country.,Daily Life,0
3715,Authorities have issued warnings due to the approaching Flood.,Flood,1
3716,"Several lives were lost as a result of the Hurricane, with damages in the millions.",Hurricane,1
3717,A popular Daily Life event attracted visitors from across the country.,Daily Life,0
3718,"Several lives were lost as a result of the Flood, with damages in the millions.",Flood,1
3719,A popular Technology event attracted visitors from across the country.,Technology,0
3720,A popular Technology event attracted visitors from across the country.,Technology,0
3721,"Several lives were lost as a result of the Flood, with damages in the millions.",Flood,1
3722,The city is buzzing with celebrations for the annual Daily Life.,Daily Life,0
3723,Emergency services are responding to a massive Earthquake that has displaced many residents.,Earthquake,1
3724,The Tornado has led to widespread power outages and disrupted daily life.,Tornado,1
3725,A popular Sports event attracted visitors from across the country.,Sports,0
3726,The city is buzzing with celebrations for the annual Event.,Event,0
3727,The local Sports team celebrated a hard-fought victory last night.,Sports,0
3728,"Several lives were lost as a result of the Earthquake, with damages in the millions.",Earthquake,1
3729,"Several lives were lost as a result of the Flood, with damages in the millions.",Flood,1
3730,"The community gathered for a Technology, enjoying food and entertainment.",Technology,0
3731,"A powerful Flood struck the region, causing significant damage.",Flood,1
3732,The city is buzzing with celebrations for the annual Technology.,Technology,0
3733,The local Technology team celebrated a hard-fought victory last night.,Technology,0
3734,The Flood has led to widespread power outages and disrupted daily life.,Flood,1
3735,"The community gathered for a Event, enjoying food and entertainment.",Event,0
3736,"Several lives were lost as a result of the Industrial Accident, with damages in the millions.",Industrial Accident,1
3737,A new breakthrough in Daily Life has scientists excited about future possibilities.,Daily Life,0
3738,The local Technology team celebrated a hard-fought victory last night.,Technology,0
3739,"The community gathered for a Technology, enjoying food and entertainment.",Technology,0
3740,"The community gathered for a Festival, enjoying food and entertainment.",Festival,0
3741,A popular Festival event attracted visitors from across the country.,Festival,0
3742,"Several lives were lost as a result of the Earthquake, with damages in the millions.",Earthquake,1
3743,The city is buzzing with celebrations for the annual Sports.,Sports,0
3744,Authorities have issued warnings due to the approaching Industrial Accident.,Industrial Accident,1
3745,A popular Science event attracted visitors from across the country.,Science,0
3746,The city is buzzing with celebrations for the annual Sports.,Sports,0
3747,"A powerful Industrial Accident struck the region, causing significant damage.",Industrial Accident,1
3748,"The community gathered for a Event, enjoying food and entertainment.",Event,0
3749,"A powerful Flood struck the region, causing significant damage.",Flood,1
3750,A new breakthrough in Sports has scientists excited about future possibilities.,Sports,0
3751,The local Sports team celebrated a hard-fought victory last night.,Sports,0
3752,The Flood has led to widespread power outages and disrupted daily life.,Flood,1
3753,The Hurricane has led to widespread power outages and disrupted daily life.,Hurricane,1
3754,"The community gathered for a Technology, enjoying food and entertainment.",Technology,0
3755,"Several lives were lost as a result of the Industrial Accident, with damages in the millions.",Industrial Accident,1
3756,The local Daily Life team celebrated a hard-fought victory last night.,Daily Life,0
3757,The local Science team celebrated a hard-fought victory last night.,Science,0
3758,A new breakthrough in Festival has scientists excited about future possibilities.,Festival,0
3759,"The community gathered for a Technology, enjoying food and entertainment.",Technology,0
3760,Emergency services are responding to a massive Hurricane that has displaced many residents.,Hurricane,1
3761,Emergency services are responding to a massive Tornado that has displaced many residents.,Tornado,1
3762,The Wildfire has led to widespread power outages and disrupted daily life.,Wildfire,1
3763,The city is buzzing with celebrations for the annual Sports.,Sports,0
3764,"The community gathered for a Science, enjoying food and entertainment.",Science,0
3765,"The community gathered for a Daily Life, enjoying food and entertainment.",Daily Life,0
3766,"The community gathered for a Science, enjoying food and entertainment.",Science,0
3767,The local Sports team celebrated a hard-fought victory last night.,Sports,0
3768,A popular Science event attracted visitors from across the country.,Science,0
3769,"Several lives were lost as a result of the Flood, with damages in the millions.",Flood,1
3770,"The community gathered for a Festival, enjoying food and entertainment.",Festival,0
3771,The Industrial Accident has led to widespread power outages and disrupted daily life.,Industrial Accident,1
3772,The Earthquake has led to widespread power outages and disrupted daily life.,Earthquake,1
3773,"Several lives were lost as a result of the Hurricane, with damages in the millions.",Hurricane,1
3774,"The community gathered for a Event, enjoying food and entertainment.",Event,0
3775,Emergency services are responding to a massive Flood that has displaced many residents.,Flood,1
3776,"A powerful Hurricane struck the region, causing significant damage.",Hurricane,1
3777,"Several lives were lost as a result of the Hurricane, with damages in the millions.",Hurricane,1
3778,The Tornado has led to widespread power outages and disrupted daily life.,Tornado,1
3779,"Several lives were lost as a result of the Flood, with damages in the millions.",Flood,1
3780,A new breakthrough in Festival has scientists excited about future possibilities.,Festival,0
3781,The city is buzzing with celebrations for the annual Science.,Science,0
3782,The local Science team celebrated a hard-fought victory last night.,Science,0
3783,"Several lives were lost as a result of the Earthquake, with damages in the millions.",Earthquake,1
3784,The local Daily Life team celebrated a hard-fought victory last night.,Daily Life,0
3785,A new breakthrough in Sports has scientists excited about future possibilities.,Sports,0
3786,Emergency services are responding to a massive Earthquake that has displaced many residents.,Earthquake,1
3787,"A powerful Wildfire struck the region, causing significant damage.",Wildfire,1
3788,The local Event team celebrated a hard-fought victory last night.,Event,0
3789,The local Sports team celebrated a hard-fought victory last night.,Sports,0
3790,The city is buzzing with celebrations for the annual Event.,Event,0
3791,Emergency services are responding to a massive Wildfire that has displaced many residents.,Wildfire,1
3792,The city is buzzing with celebrations for the annual Sports.,Sports,0
3793,Emergency services are responding to a massive Wildfire that has displaced many residents.,Wildfire,1
3794,"The community gathered for a Festival, enjoying food and entertainment.",Festival,0
3795,The Flood has led to widespread power outages and disrupted daily life.,Flood,1
3796,"Several lives were lost as a result of the Industrial Accident, with damages in the millions.",Industrial Accident,1
3797,The city is buzzing with celebrations for the annual Event.,Event,0
3798,"A powerful Industrial Accident struck the region, causing significant damage.",Industrial Accident,1
3799,The city is buzzing with celebrations for the annual Festival.,Festival,0
3800,Authorities have issued warnings due to the approaching Earthquake.,Earthquake,1
3801,"Several lives were lost as a result of the Hurricane, with damages in the millions.",Hurricane,1
3802,A new breakthrough in Technology has scientists excited about future possibilities.,Technology,0
3803,Emergency services are responding to a massive Hurricane that has displaced many residents.,Hurricane,1
3804,The local Technology team celebrated a hard-fought victory last night.,Technology,0
3805,Emergency services are responding to a massive Tornado that has displaced many residents.,Tornado,1
3806,Emergency services are responding to a massive Flood that has displaced many residents.,Flood,1
3807,The local Event team celebrated a hard-fought victory last night.,Event,0
3808,The local Event team celebrated a hard-fought victory last night.,Event,0
3809,The Wildfire has led to widespread power outages and disrupted daily life.,Wildfire,1
3810,"Several lives were lost as a result of the Earthquake, with damages in the millions.",Earthquake,1
3811,The city is buzzing with celebrations for the annual Daily Life.,Daily Life,0
3812,"The community gathered for a Event, enjoying food and entertainment.",Event,0
3813,"Several lives were lost as a result of the Hurricane, with damages in the millions.",Hurricane,1
3814,A popular Festival event attracted visitors from across the country.,Festival,0
3815,Emergency services are responding to a massive Earthquake that has displaced many residents.,Earthquake,1
3816,Authorities have issued warnings due to the approaching Industrial Accident.,Industrial Accident,1
3817,The city is buzzing with celebrations for the annual Sports.,Sports,0
3818,The Flood has led to widespread power outages and disrupted daily life.,Flood,1
3819,"The community gathered for a Science, enjoying food and entertainment.",Science,0
3820,"Several lives were lost as a result of the Flood, with damages in the millions.",Flood,1
3821,Authorities have issued warnings due to the approaching Earthquake.,Earthquake,1
3822,A new breakthrough in Festival has scientists excited about future possibilities.,Festival,0
3823,A popular Sports event attracted visitors from across the country.,Sports,0
3824,A new breakthrough in Daily Life has scientists excited about future possibilities.,Daily Life,0
3825,The city is buzzing with celebrations for the annual Daily Life.,Daily Life,0
3826,A popular Daily Life event attracted visitors from across the country.,Daily Life,0
3827,"The community gathered for a Event, enjoying food and entertainment.",Event,0
3828,"The community gathered for a Science, enjoying food and entertainment.",Science,0
3829,The Tornado has led to widespread power outages and disrupted daily life.,Tornado,1
3830,Authorities have issued warnings due to the approaching Wildfire.,Wildfire,1
3831,The city is buzzing with celebrations for the annual Technology.,Technology,0
3832,The Flood has led to widespread power outages and disrupted daily life.,Flood,1
3833,Emergency services are responding to a massive Earthquake that has displaced many residents.,Earthquake,1
3834,Emergency services are responding to a massive Earthquake that has displaced many residents.,Earthquake,1
3835,A new breakthrough in Sports has scientists excited about future possibilities.,Sports,0
3836,The Wildfire has led to widespread power outages and disrupted daily life.,Wildfire,1
3837,Emergency services are responding to a massive Tornado that has displaced many residents.,Tornado,1
3838,The city is buzzing with celebrations for the annual Technology.,Technology,0
3839,Emergency services are responding to a massive Industrial Accident that has displaced many residents.,Industrial Accident,1
3840,The Hurricane has led to widespread power outages and disrupted daily life.,Hurricane,1
3841,A popular Daily Life event attracted visitors from across the country.,Daily Life,0
3842,"A powerful Hurricane struck the region, causing significant damage.",Hurricane,1
3843,A new breakthrough in Science has scientists excited about future possibilities.,Science,0
3844,"The community gathered for a Festival, enjoying food and entertainment.",Festival,0
3845,A popular Science event attracted visitors from across the country.,Science,0
3846,A popular Sports event attracted visitors from across the country.,Sports,0
3847,"Several lives were lost as a result of the Industrial Accident, with damages in the millions.",Industrial Accident,1
3848,"The community gathered for a Science, enjoying food and entertainment.",Science,0
3849,A new breakthrough in Sports has scientists excited about future possibilities.,Sports,0
3850,"Several lives were lost as a result of the Tornado, with damages in the millions.",Tornado,1
3851,A new breakthrough in Science has scientists excited about future possibilities.,Science,0
3852,A popular Technology event attracted visitors from across the country.,Technology,0
3853,"The community gathered for a Technology, enjoying food and entertainment.",Technology,0
3854,The city is buzzing with celebrations for the annual Sports.,Sports,0
3855,Authorities have issued warnings due to the approaching Flood.,Flood,1
3856,"The community gathered for a Sports, enjoying food and entertainment.",Sports,0
3857,Emergency services are responding to a massive Industrial Accident that has displaced many residents.,Industrial Accident,1
3858,Emergency services are responding to a massive Earthquake that has displaced many residents.,Earthquake,1
3859,"A powerful Hurricane struck the region, causing significant damage.",Hurricane,1
3860,Authorities have issued warnings due to the approaching Hurricane.,Hurricane,1
3861,Emergency services are responding to a massive Hurricane that has displaced many residents.,Hurricane,1
3862,A new breakthrough in Festival has scientists excited about future possibilities.,Festival,0
3863,"Several lives were lost as a result of the Flood, with damages in the millions.",Flood,1
3864,"Several lives were lost as a result of the Tornado, with damages in the millions.",Tornado,1
3865,"Several lives were lost as a result of the Wildfire, with damages in the millions.",Wildfire,1
3866,A popular Event event attracted visitors from across the country.,Event,0
3867,"The community gathered for a Technology, enjoying food and entertainment.",Technology,0
3868,The city is buzzing with celebrations for the annual Event.,Event,0
3869,The local Event team celebrated a hard-fought victory last night.,Event,0
3870,"The community gathered for a Sports, enjoying food and entertainment.",Sports,0
3871,A new breakthrough in Sports has scientists excited about future possibilities.,Sports,0
3872,A new breakthrough in Festival has scientists excited about future possibilities.,Festival,0
3873,Emergency services are responding to a massive Industrial Accident that has displaced many residents.,Industrial Accident,1
3874,A new breakthrough in Technology has scientists excited about future possibilities.,Technology,0
3875,The city is buzzing with celebrations for the annual Technology.,Technology,0
3876,Emergency services are responding to a massive Flood that has displaced many residents.,Flood,1
3877,The city is buzzing with celebrations for the annual Daily Life.,Daily Life,0
3878,The Earthquake has led to widespread power outages and disrupted daily life.,Earthquake,1
3879,"A powerful Tornado struck the region, causing significant damage.",Tornado,1
3880,The city is buzzing with celebrations for the annual Technology.,Technology,0
3881,A popular Event event attracted visitors from across the country.,Event,0
3882,"Several lives were lost as a result of the Industrial Accident, with damages in the millions.",Industrial Accident,1
3883,"Several lives were lost as a result of the Flood, with damages in the millions.",Flood,1
3884,A new breakthrough in Sports has scientists excited about future possibilities.,Sports,0
3885,A new breakthrough in Festival has scientists excited about future possibilities.,Festival,0
3886,"A powerful Flood struck the region, causing significant damage.",Flood,1
3887,The city is buzzing with celebrations for the annual Event.,Event,0
3888,The Tornado has led to widespread power outages and disrupted daily life.,Tornado,1
3889,The local Technology team celebrated a hard-fought victory last night.,Technology,0
3890,"The community gathered for a Festival, enjoying food and entertainment.",Festival,0
3891,A popular Science event attracted visitors from across the country.,Science,0
3892,"The community gathered for a Technology, enjoying food and entertainment.",Technology,0
3893,"The community gathered for a Sports, enjoying food and entertainment.",Sports,0
3894,A new breakthrough in Sports has scientists excited about future possibilities.,Sports,0
3895,A new breakthrough in Daily Life has scientists excited about future possibilities.,Daily Life,0
3896,"Several lives were lost as a result of the Tornado, with damages in the millions.",Tornado,1
3897,"The community gathered for a Sports, enjoying food and entertainment.",Sports,0
3898,The Flood has led to widespread power outages and disrupted daily life.,Flood,1
3899,"Several lives were lost as a result of the Hurricane, with damages in the millions.",Hurricane,1
3900,A popular Sports event attracted visitors from across the country.,Sports,0
3901,The city is buzzing with celebrations for the annual Science.,Science,0
3902,A new breakthrough in Science has scientists excited about future possibilities.,Science,0
3903,"A powerful Wildfire struck the region, causing significant damage.",Wildfire,1
3904,"A powerful Industrial Accident struck the region, causing significant damage.",Industrial Accident,1
3905,"Several lives were lost as a result of the Earthquake, with damages in the millions.",Earthquake,1
3906,"Several lives were lost as a result of the Flood, with damages in the millions.",Flood,1
3907,Authorities have issued warnings due to the approaching Flood.,Flood,1
3908,A new breakthrough in Event has scientists excited about future possibilities.,Event,0
3909,A new breakthrough in Science has scientists excited about future possibilities.,Science,0
3910,The Earthquake has led to widespread power outages and disrupted daily life.,Earthquake,1
3911,The city is buzzing with celebrations for the annual Festival.,Festival,0
3912,A new breakthrough in Daily Life has scientists excited about future possibilities.,Daily Life,0
3913,The city is buzzing with celebrations for the annual Science.,Science,0
3914,Emergency services are responding to a massive Hurricane that has displaced many residents.,Hurricane,1
3915,The Industrial Accident has led to widespread power outages and disrupted daily life.,Industrial Accident,1
3916,"The community gathered for a Technology, enjoying food and entertainment.",Technology,0
3917,"A powerful Tornado struck the region, causing significant damage.",Tornado,1
3918,"Several lives were lost as a result of the Wildfire, with damages in the millions.",Wildfire,1
3919,"A powerful Flood struck the region, causing significant damage.",Flood,1
3920,Emergency services are responding to a massive Earthquake that has displaced many residents.,Earthquake,1
3921,A new breakthrough in Science has scientists excited about future possibilities.,Science,0
3922,Authorities have issued warnings due to the approaching Flood.,Flood,1
3923,Authorities have issued warnings due to the approaching Wildfire.,Wildfire,1
3924,Authorities have issued warnings due to the approaching Earthquake.,Earthquake,1
3925,"A powerful Earthquake struck the region, causing significant damage.",Earthquake,1
3926,"Several lives were lost as a result of the Flood, with damages in the millions.",Flood,1
3927,A popular Sports event attracted visitors from across the country.,Sports,0
3928,The city is buzzing with celebrations for the annual Sports.,Sports,0
3929,Authorities have issued warnings due to the approaching Flood.,Flood,1
3930,"The community gathered for a Sports, enjoying food and entertainment.",Sports,0
3931,A new breakthrough in Sports has scientists excited about future possibilities.,Sports,0
3932,"The community gathered for a Science, enjoying food and entertainment.",Science,0
3933,"A powerful Earthquake struck the region, causing significant damage.",Earthquake,1
3934,The local Sports team celebrated a hard-fought victory last night.,Sports,0
3935,A popular Sports event attracted visitors from across the country.,Sports,0
3936,A new breakthrough in Daily Life has scientists excited about future possibilities.,Daily Life,0
3937,Authorities have issued warnings due to the approaching Flood.,Flood,1
3938,"A powerful Wildfire struck the region, causing significant damage.",Wildfire,1
3939,Authorities have issued warnings due to the approaching Wildfire.,Wildfire,1
3940,"Several lives were lost as a result of the Tornado, with damages in the millions.",Tornado,1
3941,Authorities have issued warnings due to the approaching Industrial Accident.,Industrial Accident,1
3942,"Several lives were lost as a result of the Earthquake, with damages in the millions.",Earthquake,1
3943,A popular Daily Life event attracted visitors from across the country.,Daily Life,0
3944,The local Daily Life team celebrated a hard-fought victory last night.,Daily Life,0
3945,The Tornado has led to widespread power outages and disrupted daily life.,Tornado,1
3946,"Several lives were lost as a result of the Tornado, with damages in the millions.",Tornado,1
3947,A popular Daily Life event attracted visitors from across the country.,Daily Life,0
3948,"Several lives were lost as a result of the Earthquake, with damages in the millions.",Earthquake,1
3949,"The community gathered for a Event, enjoying food and entertainment.",Event,0
3950,The local Daily Life team celebrated a hard-fought victory last night.,Daily Life,0
3951,Authorities have issued warnings due to the approaching Industrial Accident.,Industrial Accident,1
3952,Emergency services are responding to a massive Hurricane that has displaced many residents.,Hurricane,1
3953,Emergency services are responding to a massive Wildfire that has displaced many residents.,Wildfire,1
3954,"The community gathered for a Sports, enjoying food and entertainment.",Sports,0
3955,The Flood has led to widespread power outages and disrupted daily life.,Flood,1
3956,"Several lives were lost as a result of the Hurricane, with damages in the millions.",Hurricane,1
3957,The Flood has led to widespread power outages and disrupted daily life.,Flood,1
3958,"A powerful Hurricane struck the region, causing significant damage.",Hurricane,1
3959,A new breakthrough in Sports has scientists excited about future possibilities.,Sports,0
3960,A new breakthrough in Science has scientists excited about future possibilities.,Science,0
3961,"A powerful Wildfire struck the region, causing significant damage.",Wildfire,1
3962,"Several lives were lost as a result of the Earthquake, with damages in the millions.",Earthquake,1
3963,Authorities have issued warnings due to the approaching Industrial Accident.,Industrial Accident,1
3964,The city is buzzing with celebrations for the annual Sports.,Sports,0
3965,"Several lives were lost as a result of the Earthquake, with damages in the millions.",Earthquake,1
3966,Authorities have issued warnings due to the approaching Industrial Accident.,Industrial Accident,1
3967,The local Technology team celebrated a hard-fought victory last night.,Technology,0
3968,"Several lives were lost as a result of the Hurricane, with damages in the millions.",Hurricane,1
3969,The local Science team celebrated a hard-fought victory last night.,Science,0
3970,"A powerful Wildfire struck the region, causing significant damage.",Wildfire,1
3971,A new breakthrough in Daily Life has scientists excited about future possibilities.,Daily Life,0
3972,"Several lives were lost as a result of the Wildfire, with damages in the millions.",Wildfire,1
3973,The city is buzzing with celebrations for the annual Daily Life.,Daily Life,0
3974,The city is buzzing with celebrations for the annual Festival.,Festival,0
3975,A new breakthrough in Technology has scientists excited about future possibilities.,Technology,0
3976,A new breakthrough in Daily Life has scientists excited about future possibilities.,Daily Life,0
3977,The Industrial Accident has led to widespread power outages and disrupted daily life.,Industrial Accident,1
3978,The Tornado has led to widespread power outages and disrupted daily life.,Tornado,1
3979,The local Event team celebrated a hard-fought victory last night.,Event,0
3980,The city is buzzing with celebrations for the annual Sports.,Sports,0
3981,A new breakthrough in Event has scientists excited about future possibilities.,Event,0
3982,The local Event team celebrated a hard-fought victory last night.,Event,0
3983,The local Technology team celebrated a hard-fought victory last night.,Technology,0
3984,The local Event team celebrated a hard-fought victory last night.,Event,0
3985,The Tornado has led to widespread power outages and disrupted daily life.,Tornado,1
3986,"Several lives were lost as a result of the Tornado, with damages in the millions.",Tornado,1
3987,The local Technology team celebrated a hard-fought victory last night.,Technology,0
3988,"The community gathered for a Daily Life, enjoying food and entertainment.",Daily Life,0
3989,"The community gathered for a Science, enjoying food and entertainment.",Science,0
3990,The Hurricane has led to widespread power outages and disrupted daily life.,Hurricane,1
3991,The city is buzzing with celebrations for the annual Event.,Event,0
3992,The city is buzzing with celebrations for the annual Technology.,Technology,0
3993,A popular Science event attracted visitors from across the country.,Science,0
3994,"A powerful Earthquake struck the region, causing significant damage.",Earthquake,1
3995,The local Event team celebrated a hard-fought victory last night.,Event,0
3996,A popular Festival event attracted visitors from across the country.,Festival,0
3997,A popular Technology event attracted visitors from across the country.,Technology,0
3998,The local Event team celebrated a hard-fought victory last night.,Event,0
3999,A popular Sports event attracted visitors from across the country.,Sports,0
4000,"Several lives were lost as a result of the Tornado, with damages in the millions.",Tornado,1
4001,The local Sports team celebrated a hard-fought victory last night.,Sports,0
4002,Emergency services are responding to a massive Industrial Accident that has displaced many residents.,Industrial Accident,1
4003,"The community gathered for a Technology, enjoying food and entertainment.",Technology,0
4004,Authorities have issued warnings due to the approaching Earthquake.,Earthquake,1
4005,A new breakthrough in Technology has scientists excited about future possibilities.,Technology,0
4006,The Industrial Accident has led to widespread power outages and disrupted daily life.,Industrial Accident,1
4007,A popular Science event attracted visitors from across the country.,Science,0
4008,Emergency services are responding to a massive Earthquake that has displaced many residents.,Earthquake,1
4009,A popular Technology event attracted visitors from across the country.,Technology,0
4010,The local Science team celebrated a hard-fought victory last night.,Science,0
4011,The Wildfire has led to widespread power outages and disrupted daily life.,Wildfire,1
4012,Emergency services are responding to a massive Flood that has displaced many residents.,Flood,1
4013,"A powerful Earthquake struck the region, causing significant damage.",Earthquake,1
4014,The city is buzzing with celebrations for the annual Technology.,Technology,0
4015,The city is buzzing with celebrations for the annual Technology.,Technology,0
4016,"Several lives were lost as a result of the Hurricane, with damages in the millions.",Hurricane,1
4017,The local Sports team celebrated a hard-fought victory last night.,Sports,0
4018,Emergency services are responding to a massive Industrial Accident that has displaced many residents.,Industrial Accident,1
4019,The city is buzzing with celebrations for the annual Science.,Science,0
4020,Authorities have issued warnings due to the approaching Industrial Accident.,Industrial Accident,1
4021,The Wildfire has led to widespread power outages and disrupted daily life.,Wildfire,1
4022,The Earthquake has led to widespread power outages and disrupted daily life.,Earthquake,1
4023,"Several lives were lost as a result of the Tornado, with damages in the millions.",Tornado,1
4024,The local Event team celebrated a hard-fought victory last night.,Event,0
4025,The city is buzzing with celebrations for the annual Science.,Science,0
4026,"A powerful Industrial Accident struck the region, causing significant damage.",Industrial Accident,1
4027,Emergency services are responding to a massive Hurricane that has displaced many residents.,Hurricane,1
4028,The Wildfire has led to widespread power outages and disrupted daily life.,Wildfire,1
4029,A new breakthrough in Technology has scientists excited about future possibilities.,Technology,0
4030,"The community gathered for a Festival, enjoying food and entertainment.",Festival,0
4031,The Earthquake has led to widespread power outages and disrupted daily life.,Earthquake,1
4032,"The community gathered for a Event, enjoying food and entertainment.",Event,0
4033,The Tornado has led to widespread power outages and disrupted daily life.,Tornado,1
4034,A popular Festival event attracted visitors from across the country.,Festival,0
4035,A new breakthrough in Event has scientists excited about future possibilities.,Event,0
4036,The local Science team celebrated a hard-fought victory last night.,Science,0
4037,A new breakthrough in Technology has scientists excited about future possibilities.,Technology,0
4038,"The community gathered for a Technology, enjoying food and entertainment.",Technology,0
4039,"The community gathered for a Technology, enjoying food and entertainment.",Technology,0
4040,The local Daily Life team celebrated a hard-fought victory last night.,Daily Life,0
4041,The Earthquake has led to widespread power outages and disrupted daily life.,Earthquake,1
4042,The local Sports team celebrated a hard-fought victory last night.,Sports,0
4043,The Flood has led to widespread power outages and disrupted daily life.,Flood,1
4044,The city is buzzing with celebrations for the annual Daily Life.,Daily Life,0
4045,A popular Event event attracted visitors from across the country.,Event,0
4046,The Flood has led to widespread power outages and disrupted daily life.,Flood,1
4047,The local Festival team celebrated a hard-fought victory last night.,Festival,0
4048,A new breakthrough in Sports has scientists excited about future possibilities.,Sports,0
4049,The city is buzzing with celebrations for the annual Event.,Event,0
4050,Emergency services are responding to a massive Tornado that has displaced many residents.,Tornado,1
4051,Authorities have issued warnings due to the approaching Hurricane.,Hurricane,1
4052,The city is buzzing with celebrations for the annual Science.,Science,0
4053,Emergency services are responding to a massive Tornado that has displaced many residents.,Tornado,1
4054,The local Event team celebrated a hard-fought victory last night.,Event,0
4055,The local Event team celebrated a hard-fought victory last night.,Event,0
4056,The local Festival team celebrated a hard-fought victory last night.,Festival,0
4057,A popular Sports event attracted visitors from across the country.,Sports,0
4058,A popular Sports event attracted visitors from across the country.,Sports,0
4059,"The community gathered for a Daily Life, enjoying food and entertainment.",Daily Life,0
4060,"A powerful Wildfire struck the region, causing significant damage.",Wildfire,1
4061,"A powerful Hurricane struck the region, causing significant damage.",Hurricane,1
4062,The city is buzzing with celebrations for the annual Festival.,Festival,0
4063,The city is buzzing with celebrations for the annual Daily Life.,Daily Life,0
4064,"A powerful Flood struck the region, causing significant damage.",Flood,1
4065,The local Event team celebrated a hard-fought victory last night.,Event,0
4066,A popular Daily Life event attracted visitors from across the country.,Daily Life,0
4067,A popular Science event attracted visitors from across the country.,Science,0
4068,A new breakthrough in Technology has scientists excited about future possibilities.,Technology,0
4069,A popular Technology event attracted visitors from across the country.,Technology,0
4070,"Several lives were lost as a result of the Earthquake, with damages in the millions.",Earthquake,1
4071,The Wildfire has led to widespread power outages and disrupted daily life.,Wildfire,1
4072,A new breakthrough in Festival has scientists excited about future possibilities.,Festival,0
4073,"The community gathered for a Technology, enjoying food and entertainment.",Technology,0
4074,Authorities have issued warnings due to the approaching Wildfire.,Wildfire,1
4075,A popular Event event attracted visitors from across the country.,Event,0
4076,"A powerful Industrial Accident struck the region, causing significant damage.",Industrial Accident,1
4077,The city is buzzing with celebrations for the annual Daily Life.,Daily Life,0
4078,"Several lives were lost as a result of the Tornado, with damages in the millions.",Tornado,1
4079,"A powerful Industrial Accident struck the region, causing significant damage.",Industrial Accident,1
4080,"A powerful Industrial Accident struck the region, causing significant damage.",Industrial Accident,1
4081,A popular Science event attracted visitors from across the country.,Science,0
4082,"Several lives were lost as a result of the Flood, with damages in the millions.",Flood,1
4083,A popular Sports event attracted visitors from across the country.,Sports,0
4084,Authorities have issued warnings due to the approaching Flood.,Flood,1
4085,"Several lives were lost as a result of the Earthquake, with damages in the millions.",Earthquake,1
4086,The Hurricane has led to widespread power outages and disrupted daily life.,Hurricane,1
4087,A popular Daily Life event attracted visitors from across the country.,Daily Life,0
4088,A popular Event event attracted visitors from across the country.,Event,0
4089,The city is buzzing with celebrations for the annual Festival.,Festival,0
4090,"Several lives were lost as a result of the Hurricane, with damages in the millions.",Hurricane,1
4091,The local Sports team celebrated a hard-fought victory last night.,Sports,0
4092,"The community gathered for a Daily Life, enjoying food and entertainment.",Daily Life,0
4093,"Several lives were lost as a result of the Industrial Accident, with damages in the millions.",Industrial Accident,1
4094,"Several lives were lost as a result of the Industrial Accident, with damages in the millions.",Industrial Accident,1
4095,The Tornado has led to widespread power outages and disrupted daily life.,Tornado,1
4096,Authorities have issued warnings due to the approaching Wildfire.,Wildfire,1
4097,Emergency services are responding to a massive Industrial Accident that has displaced many residents.,Industrial Accident,1
4098,The city is buzzing with celebrations for the annual Festival.,Festival,0
4099,Authorities have issued warnings due to the approaching Hurricane.,Hurricane,1
